112780107,DUI,10052011,040200,WC,N VIRGINIA ST/N MCCARRAN BL,RENO,NV,110007991
112740301,DUI,10012011,084100,WC,SR 28 HY/RESERVOIR RD,CRYSTAL BAY,NV,110007898
112750962,RUNAWAY,10022011,201000,WC,10150 OSAGE CT,RENO,NV,110007931
112751034,ASSAULT A,10022011,212400,WC,280 KENNEDY DR,RENO,NV,110007933
112741059,BURGC,10012011,205300,WC,8995 LA POSADA DR,SPARKS,NV,110007908
T11000718,BURGV,10032011,173000,WC,1595 N SIERRA ST,RENO,NV,110050618
T11000682,BURGR,09262011,000100,WC,13560 FIELDCREEK LN,RENO,NV,110050596
112701351,DUI,09272011,220800,WC,MT ROSE HY/S VIRGINIA ST,RENO,NV,110007830
112730507,DRUG SALES,09302011,113000,WC,870 WILSON AV,RENO,NV,110007879
112730507,DRUG SALES,09302011,162000,WC,870 WILSON AV,RENO,NV,110007889
112731043,TRAFFIC,09302011,191900,WC,POMPE WY/LEMMON DR,RENO,NV,110007890
112700043,TRAFFIC,09272011,010000,WC,395N SB HY/LEMMON DR,RENO,NV,110007810
112700319,DUI,09272011,083700,WC,E 1ST AV/PROSSER WY,SPARKS,NV,110007813
112700938,MISS PERS,09272011,153000,WC,110 SUGAR HILL DR,SPARKS,NV,110007825
112720027,DRUG SALES,09292011,004600,WC,COUNTRY CLUB DR/TAHOE BL,INCLINE VILLA,NV,110007848
112730565,BURGR,09302011,122000,WC,5706 AVALANCHE CT,SPARKS,NV,110007885
112710936,NARCS-DEA,09282011,162400,WC,I80WB FY/VISTA BL,SPARKS,NV,110007839
112711004,DUI,09282011,171200,WC,BECKWOURTH DR/NORTH HILLS BL,RENO,NV,110007841
112711040,BURGV,09272011,220000,WC,540 BLUE SKIES DR,SPARKS,NV,110007842
112711055,BURGR,09282011,170000,WC,9325 N VIRGINIA ST,RENO,NV,110007843
112711085,BURGV,09272011,193000,WC,3099 GEIGER GRADE RD,RENO,NV,110007845
112711166,WEAPONS,09282011,195200,WC,291 COUNTRY CLUB DR,INCLINE VILLA,NV,110007846
112710303,BURGR,09282011,081500,WC,90 STARBURST CI,SPARKS,NV,110007833
112710998,BURGR,09282011,100000,WC,2335 STOWE DR,RENO,NV,110007840
112720496,DUI,09292011,111200,WC,ROCK BL/VICTORIAN AV,SPARKS,NV,110007855
112720575,ACC SHOOT,09292011,122500,WC,3870 LAKESHORE DR,CARSON CITY,NV,110007856
112720831,STLN PROP,09292011,152300,WC,1170 S ROCK BL,RENO,NV,110007861
112750147,DUI,10022011,032900,WC,WHITE LAKE PW/395N SB HY,RENO,NV,110007914
112750177,DUI,10022011,050800,WC,VISTA RAFAEL PW/JASON BENJAMIN LN,RENO,NV,110007915
112750327,TRESPASS,10022011,095000,WC,6550 PYRAMID WY #55,RENO,NV,110007917
T11000701,DOP NRS,09292011,120000,WC,3680 HUMMINGBIRD DR,RENO,NV,110050610
112750391,DUI,10022011,112700,WC,459 SR 28 HY,INCLINE VILLA,NV,110007919
112750489,TRAFFIC,10022011,130000,WC,575 E 4TH AV,SPARKS,NV,110007923
112750693,DRUGS,10022011,154900,WC,SR 28 HY/RED CEDAR DR,INCLINE VILLA,NV,110007925
112751163,TRAFFIC,10022011,233300,WC,LAKESHORE BL/MAYS BL,INCLINE VILLA,NV,110007938
112760171,TRAFFIC,10032011,062700,WC,MT ROSE HY/EDMONTON DR,RENO,NV,110007941
112760474,TRAFFIC,10032011,114100,WC,PARKER PL/E 8TH AV,SPARKS,NV,110007945
112740167,ALCOHOL,10012011,035200,WC,17955 BLACKBIRD DR,RENO,NV,110007896
112770672,BURGV,10032011,210000,WC,831 ROBIN DR #2,INCLINE VILLA,NV,110007970
112741169,TRAFFIC,10012011,223100,WC,TAHOE BL/LAKESHORE BL,INCLINE VILLA,NV,110007910
112741201,UNLAW MV,10012011,225500,WC,STONE CORRAL CT/LUPIN DR,SPARKS,NV,110007911
112760812,DUI,10032011,164500,WC,3605 SISKIN LN,RENO,NV,110007952
112761091,DOP NRS,10032011,201700,WC,135 QUARTZ LN,SPARKS,NV,110007956
112700034,DUI,09272011,004700,WC,980 INCLINE WY,INCLINE VILLA,NV,110007811
112700069,DRUG POSS,09272011,014300,WC,17470 EGRET LN,RENO,NV,110007812
112720983,TRAFF ACC,09292011,172000,WC,SR 447 HY/MM 84,RENO,NV,110007863
112720962,DRUG SALES,09292011,161500,WC,1095 E 4TH ST,RENO,NV,110007862
112721224,ABAND VEH,09292011,213000,WC,LAKESIDE DR/W HUFFAKER LN,RENO,NV,110007868
112761219,DUI,10032011,222000,WC,8165 S VIRGINIA ST,RENO,NV,110007958
112690585,GTA,09262011,122000,WC,801 NORTHWOOD BL #37,INCLINE VILLA,NV,110007794
112710040,DUI,09282011,015900,WC,BECKWOURTH DR/E GOLDEN VALLEY RD,RENO,NV,110007831
112730877,TRAFF ACC,09302011,164200,WC,SPEARHEAD WY/SUN CLOUD CI,RENO,NV,110007887
112730878,TRAFF ACC,09302011,163000,WC,JUNGO RD/ST RT 447,GERLACH,NV,110007888
112731168,TRAFFIC,09302011,212900,WC,MT ROSE HY/FAY ST,INCLINE VILLA,NV,110007893
T11000700,DOP NRS,09282011,180000,WC,1595 N SIERRA ST,RENO,NV,110050609
112771082,DUI,10042011,165700,WC,S MCCARRAN BL/RIO POCO RD,RENO,NV,110007981
112690260,BURGV,09262011,080500,WC,4873 SUN VALLEY BL,SPARKS,NV,110007789
112690346,DRUG SALES,09262011,094700,WC,LAKE VIEW AV/RESERVOIR RD,CRYSTAL BAY,NV,110007790
112750111,DUI,10022011,022000,WC,LOS ALTOS PW/GALLERIA PW,SPARKS,NV,110007913
112721155,ALCOHOL,09292011,200700,WC,COLD SPRINGS DR/BRANT ST,RENO,NV,110007866
T11000690,DOP NRS,09262011,180000,WC,5398 SUN VALLEY BL,SPARKS,NV,110050599
112730533,DRUGS,09302011,120000,WC,WOODS DR/SHORT AV,SPARKS,NV,110007881
112730580,BURGR,09302011,124100,WC,17525 THRUSH LN,RENO,NV,110007884
112770492,ASSAULT A,10042011,101400,WC,4964 BROKEN SPUR RD,RENO,NV,110007968
112740151,DUI,10012011,033300,WC,ROCK BL/GREENBRAE DR,SPARKS,NV,110007895
112740223,BURGC,10012011,000100,WC,4873 SUN VALLEY BL,SPARKS,NV,110007897
112750765,DUI,10022011,170900,WC,5060 RAMPION WY,SPARKS,NV,110007927
112701378,BURGV,09272011,223200,RP,W 4TH ST/RALSTON ST,RENO,NV,110019083
112701240,TRAFFIC,09272011,201000,RP,777 S VIRGINIA ST,RENO,NV,110019084
112760410,LEWD,10032011,105100,RP,8996 FINNSECH DR,RENO,NV,110019448
112740303,GTA,10012011,080000,RP,10046 HUMITE LN,RENO,NV,110019332
112720274,BURGC,09282011,212500,RP,5160 MEADOWOOD MALL CI,RENO,NV,110019165
112720652,BURGV,09292011,000100,RP,3800 S VIRGINIA ST,RENO,NV,110019178
112720745,BURGC,09292011,043000,RP,525 W 4TH ST,RENO,NV,110019180
112720816,DRUG POSS,09292011,151500,RP,E 9TH ST/N CENTER ST,RENO,NV,110019205
112720902,BURGC,09292011,150000,RP,6590 S VIRGINIA ST,RENO,NV,110019206
112690699,ALCOHOL,09262011,145200,RP,W 4TH ST/N VIRGINIA ST,RENO,NV,110018989
112690753,VEH RECSTL,09262011,153100,RP,WINSTON DR/STRATFORD DR,RENO,NV,110018993
112691054,BATTERY M,09262011,193900,RP,14175 MT CHARLESTON ST,RENO,NV,110019011
T11006707,DIST PEACE,09272011,174500,RP,1805 HELENA AV,RENO,NV,110105022
112700592,BURGR,09262011,074500,RP,2245 KIETZKE LN #D,RENO,NV,110019043
112700656,GTA,09272011,124400,RP,1000 E PLUMB LN,RENO,NV,110019045
112700748,TRAFF ACC,09272011,133100,RP,5145 MAE ANNE AV,RENO,NV,110019049
112700770,TRAFF ACC,09272011,134800,RP,6950 S VIRGINIA ST,RENO,NV,110019050
112700790,MISS PERS,09272011,140000,RP,235 W 6TH ST,RENO,NV,110019051
112740383,ALCOHOL,10012011,102200,RP,200 N VIRGINIA ST,RENO,NV,110019355
112741239,DUI,10012011,232900,RP,N MCCARRAN BL/EVANS AV,RENO,NV,110019383
112700468,TRF-HITRUN,09262011,110000,RP,1640 ROBB DR,RENO,NV,110019033
112721198,ALCOHOL,09292011,210600,RP,E 1ST ST/N VIRGINIA ST,RENO,NV,110019221
112721299,DUI,09292011,225900,RP,W 2ND ST/ARLETTA ST,RENO,NV,110019226
112691308,BURGR,09262011,232900,RP,255 E GROVE ST #37,RENO,NV,110019023
112691310,DOP NRS,09262011,233000,RP,205 W 5TH ST,RENO,NV,110019025
T11006732,BURGV,10022011,103000,RP,CHISM ST/W 2ND ST,RENO,NV,110105048
T11006644,BURGR,09302011,070000,RP,4621 W HIDDEN VALLEY DR,RENO,NV,110104965
112750999,GTA,10022011,200000,RP,1516 STEWART ST,RENO,NV,110019425
