Last 365 - Daily (Wind)
Time,Value,Avg. Wind Speed
10/20,0,1.9522225560668187
10/21,0.005859375,6.3570710078198855
10/22,0.005859375,4.653849748795495
10/23,0.005859375,6.387231849332122
10/24,0.0078125,12.179358544660376
10/25,0.01171875,6.488539988056142
10/26,0.001953125,2.473581447160542
10/27,0,0.3526741776537771
10/28,0,0.8847003605425193
10/29,0,0.8328227717913576
10/30,0.0078125,7.669860196924784
10/31,0.003906275000000001,3.357465050439512
11/1,0,1.270413303087586
11/2,0,0.9728121804723763
11/3,0,0.5753401988019334
11/4,0,0.8736265939746661
11/5,0.00390625,1.3192040577274473
11/6,0.001953125,4.727101867291508
11/7,0.00390625,4.693738536826923
11/8,0,2.3593348184244167
11/9,0.00390625,4.968207503423212
11/10,0.001953125,3.611407427017259
11/11,0,0.16863535662616402
11/12,0,0.360665904421932
11/13,0,0.16577942372963725
11/14,0,0.26747339128288766
11/15,0,1.15663686189824
11/16,0,1.3731353337250995
11/17,0.001953125,1.5160034577224293
11/18,0.0078125,4.880704961238757
11/19,0.0078125,6.171457404813823
11/20,0.013671875,5.312841333412964
11/21,0.0078125,9.773618443313678
11/22,0.005859375,15.06694633406194
11/23,0.0078125,11.179030071960211
11/24,0,1.2429861119450376
11/25,0,0.8549236353254241
11/26,0,0.18760363234873187
11/27,0.001953125,6.82765016801546
11/28,0,3.38765411209906
11/29,0,1.0284366010583743
11/30,0,0.13345210589588982
12/1,0,0.06983199968080347
12/2,0,4.049850425939222
12/3,0,1.9724506047404724
12/4,0,0.23788370666192968
12/5,0,0.2840543089837149
12/6,0,3.241592383638837
12/7,0,0.5380614005161198
12/8,0,5.237078637963871
12/9,0,7.732546315385611
12/10,0,11.042941950041069
12/11,0,3.113154019399733
12/12,0,0.7524352922690744
12/13,0,2.752263084868194
12/14,0,9.017953225638104
12/15,0,1.411020133003536
12/16,0,0.6205667808943245
12/17,0,0.0410153582462208
12/18,0,9.082617287779781
12/19,0,8.832708601827349
12/20,0,1.7309142347482138
12/21,0,0.24627525151784843
12/22,0,0.13036257526794134
12/23,0,0.5673019900769716
12/24,0,0.2979765533562195
12/25,0,2.892011654076575
12/26,0,7.347050310040651
12/27,0,1.8380716082866135
12/28,0,3.0536479441628903
12/29,0,11.715389439345945
12/30,0,3.497374285936075
12/31,0,0.8443004323840057
1/1,0,0.21396760400713463
1/2,0,0.06478607739538765
1/3,0,0.4689387107564077
1/4,0,0.2291247718887238
1/5,0,0.09081287832602623
1/6,0,0.23572610362737745
1/7,0,0.16609725162535058
1/8,0,0.6482161429062896
1/9,0,0.5371978886791854
1/10,0,0.2192548419044873
1/11,0,0.048478725990937103
1/12,0,0.06641794595579967
1/13,0,3.09673948121865
1/14,0,0.7026797032717336
1/15,0,0.3049595340408371
1/16,0,4.90945619351005
1/17,0,0.7106376256351953
1/18,0,1.436756827573518
1/19,0,4.700172404888253
1/20,0,0.34272784045868315
1/21,0,0.3458182149182561
1/22,0,0.6926279133367115
1/23,0,0.6372831430376156
1/24,0,0.1159806518581932
1/25,0,0.453559813980996
1/26,0,0.355481976210091
1/27,0,0.15363663063513458
1/28,0.1640625,1.740870285323706
1/29,1.142578125,4.367465614581373
1/30,0,1.6169688938216982
1/31,0,0.9396201235401564
2/2,0,0.2997131345980933
2/3,0,0.2978499059209652
2/4,0,0.7072594057493937
2/5,0,1.802817438778247
2/6,0,0.899199537847831
2/7,0,5.678556536784899
2/8,0,0.9665962575358207
2/9,0,0.8789634882172318
2/10,0,0.2601852075687942
2/11,0,0.12000639302766282
2/12,0,2.592556745197846
2/13,0,1.1353035195641152
